,AQI Level,Cabon_dioxide PPM,Health_Level,Visibility_Level
1187,87,496,Moderate,Slightly Hazy
1188,174,907,Unhealthy,Poor Visibility
1189,123,762,Moderate_Bad,Hazy
1190,342,1611,Hazardous,Extremely Poor Visibility
1191,361,1522,Hazardous,Extremely Poor Visibility
1192,107,742,Moderate_Bad,Hazy
1193,126,795,Moderate_Bad,Hazy
1194,352,1566,Hazardous,Extremely Poor Visibility
1195,400,1643,Hazardous,Extremely Poor Visibility
1196,189,902,Unhealthy,Poor Visibility
1197,311,1656,Hazardous,Extremely Poor Visibility
1198,119,656,Moderate_Bad,Hazy
1199,355,1646,Hazardous,Extremely Poor Visibility
1200,100,589,Moderate,Slightly Hazy
1201,97,553,Moderate,Slightly Hazy
1202,351,1512,Hazardous,Extremely Poor Visibility
1203,114,608,Moderate_Bad,Hazy
1204,375,1648,Hazardous,Extremely Poor Visibility
1205,249,1139,Very_Unhealthy,Very Poor Visibility
1206,9,355,Good,Clear
1207,183,828,Unhealthy,Poor Visibility
1208,249,1380,Very_Unhealthy,Very Poor Visibility
1209,218,1296,Very_Unhealthy,Very Poor Visibility
1210,386,1562,Hazardous,Extremely Poor Visibility
1211,210,1195,Very_Unhealthy,Very Poor Visibility
1212,221,1388,Very_Unhealthy,Very Poor Visibility
1213,62,467,Moderate,Slightly Hazy
1214,186,869,Unhealthy,Poor Visibility
1215,177,985,Unhealthy,Poor Visibility
1216,460,1506,Hazardous,Extremely Poor Visibility
1217,311,1675,Hazardous,Extremely Poor Visibility
1218,243,1124,Very_Unhealthy,Very Poor Visibility
1219,102,665,Moderate_Bad,Hazy
1220,81,541,Moderate,Slightly Hazy
1221,30,417,Good,Clear
1222,87,522,Moderate,Slightly Hazy
1223,308,1686,Hazardous,Extremely Poor Visibility
1224,211,1026,Very_Unhealthy,Very Poor Visibility
1225,194,881,Unhealthy,Poor Visibility
1226,46,435,Good,Clear
1227,22,440,Good,Clear
1228,446,1656,Hazardous,Extremely Poor Visibility
1229,182,821,Unhealthy,Poor Visibility
1230,313,1560,Hazardous,Extremely Poor Visibility
1231,89,538,Moderate,Slightly Hazy
1232,242,1430,Very_Unhealthy,Very Poor Visibility
1233,386,1644,Hazardous,Extremely Poor Visibility
1234,21,401,Good,Clear
1235,382,1683,Hazardous,Extremely Poor Visibility
1236,248,1170,Very_Unhealthy,Very Poor Visibility
1237,392,1680,Hazardous,Extremely Poor Visibility
1238,318,1666,Hazardous,Extremely Poor Visibility
1239,68,544,Moderate,Slightly Hazy
1240,265,1325,Very_Unhealthy,Very Poor Visibility
1241,80,470,Moderate,Slightly Hazy
1242,308,1504,Hazardous,Extremely Poor Visibility
1243,436,1534,Hazardous,Extremely Poor Visibility
1244,408,1628,Hazardous,Extremely Poor Visibility
1245,260,1150,Very_Unhealthy,Very Poor Visibility
1246,241,1188,Very_Unhealthy,Very Poor Visibility
1247,486,1620,Hazardous,Extremely Poor Visibility
1248,399,1651,Hazardous,Extremely Poor Visibility
1249,254,1267,Very_Unhealthy,Very Poor Visibility
1250,207,1250,Very_Unhealthy,Very Poor Visibility
1251,292,1075,Very_Unhealthy,Very Poor Visibility
1252,231,1320,Very_Unhealthy,Very Poor Visibility
1253,58,508,Moderate,Slightly Hazy
1254,148,765,Moderate_Bad,Hazy
1255,313,1579,Hazardous,Extremely Poor Visibility
1256,217,1389,Very_Unhealthy,Very Poor Visibility
1257,160,896,Unhealthy,Poor Visibility
1258,278,1164,Very_Unhealthy,Very Poor Visibility
1259,217,1330,Very_Unhealthy,Very Poor Visibility
1260,152,946,Unhealthy,Poor Visibility
1261,498,1636,Hazardous,Extremely Poor Visibility
1262,204,1387,Very_Unhealthy,Very Poor Visibility
1263,263,1450,Very_Unhealthy,Very Poor Visibility
1264,146,776,Moderate_Bad,Hazy
1265,310,1671,Hazardous,Extremely Poor Visibility
1266,181,826,Unhealthy,Poor Visibility
1267,361,1663,Hazardous,Extremely Poor Visibility
1268,479,1630,Hazardous,Extremely Poor Visibility
1269,147,628,Moderate_Bad,Hazy
1270,146,679,Moderate_Bad,Hazy
1271,188,845,Unhealthy,Poor Visibility
1272,291,1497,Very_Unhealthy,Very Poor Visibility
1273,146,737,Moderate_Bad,Hazy
1274,217,1445,Very_Unhealthy,Very Poor Visibility
1275,150,741,Moderate_Bad,Hazy
1276,189,854,Unhealthy,Poor Visibility
1277,326,1520,Hazardous,Extremely Poor Visibility
1278,47,412,Good,Clear
1279,277,1257,Very_Unhealthy,Very Poor Visibility
1280,83,481,Moderate,Slightly Hazy
1281,6,399,Good,Clear
1282,199,827,Unhealthy,Poor Visibility
1283,367,1545,Hazardous,Extremely Poor Visibility
1284,498,1550,Hazardous,Extremely Poor Visibility
1285,61,570,Moderate,Slightly Hazy
1286,234,1367,Very_Unhealthy,Very Poor Visibility
1287,66,525,Moderate,Slightly Hazy
1288,242,1104,Very_Unhealthy,Very Poor Visibility
1289,217,1159,Very_Unhealthy,Very Poor Visibility
1290,365,1681,Hazardous,Extremely Poor Visibility
1291,66,592,Moderate,Slightly Hazy
1292,349,1519,Hazardous,Extremely Poor Visibility
1293,18,437,Good,Clear
1294,11,352,Good,Clear
1295,312,1546,Hazardous,Extremely Poor Visibility
1296,134,695,Moderate_Bad,Hazy
1297,300,1217,Very_Unhealthy,Very Poor Visibility
1298,255,1362,Very_Unhealthy,Very Poor Visibility
1299,491,1693,Hazardous,Extremely Poor Visibility
1300,277,1225,Very_Unhealthy,Very Poor Visibility
1301,397,1504,Hazardous,Extremely Poor Visibility
1302,204,1408,Very_Unhealthy,Very Poor Visibility
1303,273,1304,Very_Unhealthy,Very Poor Visibility
1304,20,426,Good,Clear
1305,222,1245,Very_Unhealthy,Very Poor Visibility
1306,435,1663,Hazardous,Extremely Poor Visibility
1307,322,1668,Hazardous,Extremely Poor Visibility
1308,222,1391,Very_Unhealthy,Very Poor Visibility
1309,418,1680,Hazardous,Extremely Poor Visibility
1310,361,1505,Hazardous,Extremely Poor Visibility
1311,56,462,Moderate,Slightly Hazy
1312,252,1179,Very_Unhealthy,Very Poor Visibility
1313,364,1637,Hazardous,Extremely Poor Visibility
1314,17,395,Good,Clear
1315,462,1510,Hazardous,Extremely Poor Visibility
1316,401,1514,Hazardous,Extremely Poor Visibility
1317,46,442,Good,Clear
1318,134,791,Moderate_Bad,Hazy
1319,272,1125,Very_Unhealthy,Very Poor Visibility
1320,159,906,Unhealthy,Poor Visibility
1321,159,839,Unhealthy,Poor Visibility
1322,115,692,Moderate_Bad,Hazy
1323,295,1185,Very_Unhealthy,Very Poor Visibility
1324,174,851,Unhealthy,Poor Visibility
1325,215,1132,Very_Unhealthy,Very Poor Visibility
1326,150,798,Moderate_Bad,Hazy
1327,426,1514,Hazardous,Extremely Poor Visibility
1328,151,864,Unhealthy,Poor Visibility
1329,316,1613,Hazardous,Extremely Poor Visibility
1330,269,1096,Very_Unhealthy,Very Poor Visibility
1331,445,1684,Hazardous,Extremely Poor Visibility
1332,435,1507,Hazardous,Extremely Poor Visibility
1333,192,859,Unhealthy,Poor Visibility
1334,173,837,Unhealthy,Poor Visibility
1335,148,630,Moderate_Bad,Hazy
1336,367,1678,Hazardous,Extremely Poor Visibility
1337,242,1218,Very_Unhealthy,Very Poor Visibility
1338,136,738,Moderate_Bad,Hazy
1339,126,634,Moderate_Bad,Hazy
1340,3,369,Good,Clear
1341,128,774,Moderate_Bad,Hazy
1342,469,1663,Hazardous,Extremely Poor Visibility
1343,462,1574,Hazardous,Extremely Poor Visibility
1344,243,1183,Very_Unhealthy,Very Poor Visibility
1345,343,1624,Hazardous,Extremely Poor Visibility
1346,423,1684,Hazardous,Extremely Poor Visibility
1347,155,963,Unhealthy,Poor Visibility
1348,357,1598,Hazardous,Extremely Poor Visibility
1349,477,1627,Hazardous,Extremely Poor Visibility
1350,20,386,Good,Clear
1351,446,1648,Hazardous,Extremely Poor Visibility
1352,388,1528,Hazardous,Extremely Poor Visibility
1353,22,449,Good,Clear
1354,481,1515,Hazardous,Extremely Poor Visibility
1355,398,1510,Hazardous,Extremely Poor Visibility
1356,8,420,Good,Clear
1357,5,422,Good,Clear
1358,194,994,Unhealthy,Poor Visibility
1359,464,1681,Hazardous,Extremely Poor Visibility
1360,465,1502,Hazardous,Extremely Poor Visibility
1361,489,1650,Hazardous,Extremely Poor Visibility
1362,306,1538,Hazardous,Extremely Poor Visibility
1363,49,419,Good,Clear
1364,303,1628,Hazardous,Extremely Poor Visibility
1365,476,1574,Hazardous,Extremely Poor Visibility
1366,163,822,Unhealthy,Poor Visibility
1367,24,408,Good,Clear
1368,99,460,Moderate,Slightly Hazy
1369,98,555,Moderate,Slightly Hazy
1370,12,351,Good,Clear
1371,329,1547,Hazardous,Extremely Poor Visibility
1372,444,1591,Hazardous,Extremely Poor Visibility
1373,409,1676,Hazardous,Extremely Poor Visibility
1374,95,593,Moderate,Slightly Hazy
1375,176,859,Unhealthy,Poor Visibility
1376,38,440,Good,Clear
1377,61,460,Moderate,Slightly Hazy
1378,160,953,Unhealthy,Poor Visibility
1379,283,1063,Very_Unhealthy,Very Poor Visibility
1380,177,918,Unhealthy,Poor Visibility
1381,189,804,Unhealthy,Poor Visibility
1382,367,1513,Hazardous,Extremely Poor Visibility
1383,157,882,Unhealthy,Poor Visibility
1384,148,646,Moderate_Bad,Hazy
1385,161,932,Unhealthy,Poor Visibility
1386,420,1636,Hazardous,Extremely Poor Visibility
1387,33,379,Good,Clear
1388,291,1073,Very_Unhealthy,Very Poor Visibility
1389,374,1625,Hazardous,Extremely Poor Visibility
1390,401,1524,Hazardous,Extremely Poor Visibility
1391,309,1671,Hazardous,Extremely Poor Visibility
1392,227,1024,Very_Unhealthy,Very Poor Visibility
1393,11,394,Good,Clear
1394,399,1657,Hazardous,Extremely Poor Visibility
1395,145,697,Moderate_Bad,Hazy
1396,388,1556,Hazardous,Extremely Poor Visibility
1397,14,350,Good,Clear
1398,376,1505,Hazardous,Extremely Poor Visibility
1399,455,1649,Hazardous,Extremely Poor Visibility
1400,378,1642,Hazardous,Extremely Poor Visibility
1401,199,929,Unhealthy,Poor Visibility
1402,221,1208,Very_Unhealthy,Very Poor Visibility
1403,315,1611,Hazardous,Extremely Poor Visibility
1404,290,1162,Very_Unhealthy,Very Poor Visibility
1405,364,1605,Hazardous,Extremely Poor Visibility
1406,141,755,Moderate_Bad,Hazy
1407,30,428,Good,Clear
1408,459,1551,Hazardous,Extremely Poor Visibility
1409,109,713,Moderate_Bad,Hazy
1410,181,878,Unhealthy,Poor Visibility
1411,334,1617,Hazardous,Extremely Poor Visibility
1412,453,1584,Hazardous,Extremely Poor Visibility
1413,238,1498,Very_Unhealthy,Very Poor Visibility
1414,75,591,Moderate,Slightly Hazy
1415,440,1689,Hazardous,Extremely Poor Visibility
1416,161,978,Unhealthy,Poor Visibility
1417,99,538,Moderate,Slightly Hazy
1418,199,816,Unhealthy,Poor Visibility
1419,396,1653,Hazardous,Extremely Poor Visibility
1420,324,1545,Hazardous,Extremely Poor Visibility
1421,451,1516,Hazardous,Extremely Poor Visibility
1422,89,482,Moderate,Slightly Hazy
1423,185,857,Unhealthy,Poor Visibility
1424,187,910,Unhealthy,Poor Visibility
1425,210,1297,Very_Unhealthy,Very Poor Visibility
1426,383,1683,Hazardous,Extremely Poor Visibility
1427,485,1549,Hazardous,Extremely Poor Visibility
1428,93,503,Moderate,Slightly Hazy
1429,17,420,Good,Clear
1430,115,642,Moderate_Bad,Hazy
1431,362,1661,Hazardous,Extremely Poor Visibility
1432,318,1559,Hazardous,Extremely Poor Visibility
1433,234,1109,Very_Unhealthy,Very Poor Visibility
1434,126,636,Moderate_Bad,Hazy
1435,494,1656,Hazardous,Extremely Poor Visibility
1436,182,891,Unhealthy,Poor Visibility
1437,165,821,Unhealthy,Poor Visibility
1438,319,1671,Hazardous,Extremely Poor Visibility
1439,280,1336,Very_Unhealthy,Very Poor Visibility
1440,486,1619,Hazardous,Extremely Poor Visibility
1441,484,1520,Hazardous,Extremely Poor Visibility
1442,154,881,Unhealthy,Poor Visibility
1443,78,547,Moderate,Slightly Hazy
1444,257,1199,Very_Unhealthy,Very Poor Visibility
1445,371,1682,Hazardous,Extremely Poor Visibility
1446,23,417,Good,Clear
1447,163,967,Unhealthy,Poor Visibility
1448,186,834,Unhealthy,Poor Visibility
1449,488,1665,Hazardous,Extremely Poor Visibility
1450,41,386,Good,Clear
1451,487,1632,Hazardous,Extremely Poor Visibility
1452,344,1641,Hazardous,Extremely Poor Visibility
1453,258,1173,Very_Unhealthy,Very Poor Visibility
1454,296,1450,Very_Unhealthy,Very Poor Visibility
1455,338,1693,Hazardous,Extremely Poor Visibility
1456,139,781,Moderate_Bad,Hazy
1457,52,501,Moderate,Slightly Hazy
1458,402,1527,Hazardous,Extremely Poor Visibility
1459,104,788,Moderate_Bad,Hazy
1460,440,1558,Hazardous,Extremely Poor Visibility
1461,223,1130,Very_Unhealthy,Very Poor Visibility
1462,465,1613,Hazardous,Extremely Poor Visibility
1463,491,1534,Hazardous,Extremely Poor Visibility
1464,66,481,Moderate,Slightly Hazy
1465,262,1040,Very_Unhealthy,Very Poor Visibility
1466,222,1340,Very_Unhealthy,Very Poor Visibility
1467,85,524,Moderate,Slightly Hazy
1468,421,1636,Hazardous,Extremely Poor Visibility
1469,337,1674,Hazardous,Extremely Poor Visibility
1470,164,902,Unhealthy,Poor Visibility
1471,196,875,Unhealthy,Poor Visibility
1472,92,485,Moderate,Slightly Hazy
1473,418,1688,Hazardous,Extremely Poor Visibility
1474,442,1596,Hazardous,Extremely Poor Visibility
1475,62,488,Moderate,Slightly Hazy
1476,369,1519,Hazardous,Extremely Poor Visibility
1477,14,401,Good,Clear
1478,25,417,Good,Clear
1479,66,458,Moderate,Slightly Hazy
1480,459,1678,Hazardous,Extremely Poor Visibility
1481,226,1465,Very_Unhealthy,Very Poor Visibility
1482,366,1699,Hazardous,Extremely Poor Visibility
1483,224,1061,Very_Unhealthy,Very Poor Visibility
1484,211,1317,Very_Unhealthy,Very Poor Visibility
1485,292,1181,Very_Unhealthy,Very Poor Visibility
1486,144,739,Moderate_Bad,Hazy
1487,321,1523,Hazardous,Extremely Poor Visibility
1488,376,1634,Hazardous,Extremely Poor Visibility
1489,239,1023,Very_Unhealthy,Very Poor Visibility
1490,463,1554,Hazardous,Extremely Poor Visibility
1491,54,565,Moderate,Slightly Hazy
1492,219,1371,Very_Unhealthy,Very Poor Visibility
1493,201,1113,Very_Unhealthy,Very Poor Visibility
1494,156,891,Unhealthy,Poor Visibility
1495,170,924,Unhealthy,Poor Visibility
1496,445,1605,Hazardous,Extremely Poor Visibility
1497,35,437,Good,Clear
1498,61,472,Moderate,Slightly Hazy
1499,176,996,Unhealthy,Poor Visibility
1500,133,729,Moderate_Bad,Hazy
1501,145,771,Moderate_Bad,Hazy
1502,299,1267,Very_Unhealthy,Very Poor Visibility
1503,423,1526,Hazardous,Extremely Poor Visibility
1504,123,800,Moderate_Bad,Hazy
1505,20,350,Good,Clear
1506,437,1601,Hazardous,Extremely Poor Visibility
1507,172,937,Unhealthy,Poor Visibility
1508,65,464,Moderate,Slightly Hazy
1509,48,368,Good,Clear
1510,380,1547,Hazardous,Extremely Poor Visibility
1511,17,396,Good,Clear
1512,221,1374,Very_Unhealthy,Very Poor Visibility
1513,307,1570,Hazardous,Extremely Poor Visibility
1514,243,1324,Very_Unhealthy,Very Poor Visibility
1515,181,929,Unhealthy,Poor Visibility
1516,300,1318,Very_Unhealthy,Very Poor Visibility
1517,266,1235,Very_Unhealthy,Very Poor Visibility
1518,320,1501,Hazardous,Extremely Poor Visibility
1519,285,1228,Very_Unhealthy,Very Poor Visibility
1520,111,710,Moderate_Bad,Hazy
1521,86,488,Moderate,Slightly Hazy
1522,111,717,Moderate_Bad,Hazy
1523,450,1587,Hazardous,Extremely Poor Visibility
1524,232,1185,Very_Unhealthy,Very Poor Visibility
1525,154,864,Unhealthy,Poor Visibility
1526,459,1686,Hazardous,Extremely Poor Visibility
1527,307,1587,Hazardous,Extremely Poor Visibility
1528,338,1696,Hazardous,Extremely Poor Visibility
1529,199,828,Unhealthy,Poor Visibility
1530,434,1628,Hazardous,Extremely Poor Visibility
1531,68,538,Moderate,Slightly Hazy
1532,61,501,Moderate,Slightly Hazy
1533,454,1527,Hazardous,Extremely Poor Visibility
1534,69,540,Moderate,Slightly Hazy
1535,238,1372,Very_Unhealthy,Very Poor Visibility
1536,183,886,Unhealthy,Poor Visibility
1537,241,1340,Very_Unhealthy,Very Poor Visibility
1538,349,1654,Hazardous,Extremely Poor Visibility
1539,180,805,Unhealthy,Poor Visibility
1540,66,466,Moderate,Slightly Hazy
1541,376,1587,Hazardous,Extremely Poor Visibility
1542,310,1568,Hazardous,Extremely Poor Visibility
1543,28,434,Good,Clear
1544,464,1503,Hazardous,Extremely Poor Visibility
1545,322,1604,Hazardous,Extremely Poor Visibility
1546,440,1634,Hazardous,Extremely Poor Visibility
1547,276,1104,Very_Unhealthy,Very Poor Visibility
1548,121,618,Moderate_Bad,Hazy
1549,228,1013,Very_Unhealthy,Very Poor Visibility
1550,118,702,Moderate_Bad,Hazy
1551,347,1574,Hazardous,Extremely Poor Visibility
1552,302,1532,Hazardous,Extremely Poor Visibility
1553,169,904,Unhealthy,Poor Visibility
1554,460,1604,Hazardous,Extremely Poor Visibility
1555,231,1121,Very_Unhealthy,Very Poor Visibility
1556,367,1658,Hazardous,Extremely Poor Visibility
1557,8,353,Good,Clear
1558,39,414,Good,Clear
1559,155,944,Unhealthy,Poor Visibility
1560,381,1688,Hazardous,Extremely Poor Visibility
1561,426,1593,Hazardous,Extremely Poor Visibility
1562,453,1505,Hazardous,Extremely Poor Visibility
1563,16,379,Good,Clear
1564,417,1569,Hazardous,Extremely Poor Visibility
1565,313,1643,Hazardous,Extremely Poor Visibility
1566,244,1008,Very_Unhealthy,Very Poor Visibility
1567,259,1061,Very_Unhealthy,Very Poor Visibility
1568,197,828,Unhealthy,Poor Visibility
1569,118,622,Moderate_Bad,Hazy
1570,455,1551,Hazardous,Extremely Poor Visibility
1571,397,1547,Hazardous,Extremely Poor Visibility
1572,488,1554,Hazardous,Extremely Poor Visibility
1573,121,744,Moderate_Bad,Hazy
1574,150,699,Moderate_Bad,Hazy
1575,434,1607,Hazardous,Extremely Poor Visibility
1576,323,1631,Hazardous,Extremely Poor Visibility
1577,30,439,Good,Clear
1578,470,1525,Hazardous,Extremely Poor Visibility
1579,413,1602,Hazardous,Extremely Poor Visibility
1580,417,1579,Hazardous,Extremely Poor Visibility
1581,49,449,Good,Clear
1582,325,1663,Hazardous,Extremely Poor Visibility
1583,56,472,Moderate,Slightly Hazy
1584,89,547,Moderate,Slightly Hazy
1585,98,543,Moderate,Slightly Hazy
1586,22,377,Good,Clear
1587,276,1476,Very_Unhealthy,Very Poor Visibility
1588,153,922,Unhealthy,Poor Visibility
1589,371,1585,Hazardous,Extremely Poor Visibility
1590,274,1214,Very_Unhealthy,Very Poor Visibility
1591,301,1596,Hazardous,Extremely Poor Visibility
1592,37,439,Good,Clear
1593,216,1313,Very_Unhealthy,Very Poor Visibility
1594,443,1527,Hazardous,Extremely Poor Visibility
1595,340,1651,Hazardous,Extremely Poor Visibility
1596,313,1564,Hazardous,Extremely Poor Visibility
1597,66,595,Moderate,Slightly Hazy
1598,111,663,Moderate_Bad,Hazy
1599,265,1255,Very_Unhealthy,Very Poor Visibility
1600,462,1539,Hazardous,Extremely Poor Visibility
1601,311,1574,Hazardous,Extremely Poor Visibility
1602,18,423,Good,Clear
1603,127,764,Moderate_Bad,Hazy
1604,136,692,Moderate_Bad,Hazy
1605,57,585,Moderate,Slightly Hazy
1606,321,1547,Hazardous,Extremely Poor Visibility
1607,476,1638,Hazardous,Extremely Poor Visibility
1608,390,1562,Hazardous,Extremely Poor Visibility
1609,205,1282,Very_Unhealthy,Very Poor Visibility
1610,194,857,Unhealthy,Poor Visibility
1611,69,486,Moderate,Slightly Hazy
1612,456,1661,Hazardous,Extremely Poor Visibility
1613,500,1538,Hazardous,Extremely Poor Visibility
1614,238,1268,Very_Unhealthy,Very Poor Visibility
1615,270,1340,Very_Unhealthy,Very Poor Visibility
1616,202,1284,Very_Unhealthy,Very Poor Visibility
1617,53,548,Moderate,Slightly Hazy
1618,436,1661,Hazardous,Extremely Poor Visibility
1619,266,1218,Very_Unhealthy,Very Poor Visibility
1620,396,1619,Hazardous,Extremely Poor Visibility
1621,48,382,Good,Clear
1622,46,380,Good,Clear
1623,438,1576,Hazardous,Extremely Poor Visibility
1624,454,1536,Hazardous,Extremely Poor Visibility
1625,193,969,Unhealthy,Poor Visibility
1626,27,350,Good,Clear
1627,425,1591,Hazardous,Extremely Poor Visibility
1628,464,1607,Hazardous,Extremely Poor Visibility
1629,4,368,Good,Clear
1630,210,1122,Very_Unhealthy,Very Poor Visibility
1631,116,725,Moderate_Bad,Hazy
1632,230,1299,Very_Unhealthy,Very Poor Visibility
1633,94,507,Moderate,Slightly Hazy
1634,246,1212,Very_Unhealthy,Very Poor Visibility
1635,52,551,Moderate,Slightly Hazy
1636,111,715,Moderate_Bad,Hazy
1637,310,1598,Hazardous,Extremely Poor Visibility
1638,86,487,Moderate,Slightly Hazy
1639,195,982,Unhealthy,Poor Visibility
1640,388,1546,Hazardous,Extremely Poor Visibility
1641,42,424,Good,Clear
1642,217,1151,Very_Unhealthy,Very Poor Visibility
1643,334,1697,Hazardous,Extremely Poor Visibility
1644,282,1348,Very_Unhealthy,Very Poor Visibility
1645,418,1683,Hazardous,Extremely Poor Visibility
1646,16,374,Good,Clear
1647,500,1580,Hazardous,Extremely Poor Visibility
1648,188,981,Unhealthy,Poor Visibility
1649,260,1075,Very_Unhealthy,Very Poor Visibility
1650,236,1044,Very_Unhealthy,Very Poor Visibility
1651,486,1593,Hazardous,Extremely Poor Visibility
1652,137,637,Moderate_Bad,Hazy
1653,483,1613,Hazardous,Extremely Poor Visibility
1654,160,804,Unhealthy,Poor Visibility
1655,414,1674,Hazardous,Extremely Poor Visibility
1656,379,1655,Hazardous,Extremely Poor Visibility
1657,370,1619,Hazardous,Extremely Poor Visibility
1658,464,1686,Hazardous,Extremely Poor Visibility
1659,431,1646,Hazardous,Extremely Poor Visibility
1660,14,410,Good,Clear
1661,276,1023,Very_Unhealthy,Very Poor Visibility
1662,92,475,Moderate,Slightly Hazy
1663,221,1460,Very_Unhealthy,Very Poor Visibility
1664,276,1029,Very_Unhealthy,Very Poor Visibility
1665,322,1609,Hazardous,Extremely Poor Visibility
1666,489,1663,Hazardous,Extremely Poor Visibility
1667,222,1118,Very_Unhealthy,Very Poor Visibility
1668,306,1577,Hazardous,Extremely Poor Visibility
1669,211,1184,Very_Unhealthy,Very Poor Visibility
1670,459,1673,Hazardous,Extremely Poor Visibility
1671,94,588,Moderate,Slightly Hazy
1672,78,483,Moderate,Slightly Hazy
1673,297,1264,Very_Unhealthy,Very Poor Visibility
1674,65,546,Moderate,Slightly Hazy
1675,439,1596,Hazardous,Extremely Poor Visibility
1676,208,1219,Very_Unhealthy,Very Poor Visibility
1677,230,1135,Very_Unhealthy,Very Poor Visibility
1678,127,799,Moderate_Bad,Hazy
1679,288,1259,Very_Unhealthy,Very Poor Visibility
1680,117,697,Moderate_Bad,Hazy
1681,488,1675,Hazardous,Extremely Poor Visibility
1682,457,1566,Hazardous,Extremely Poor Visibility
1683,270,1363,Very_Unhealthy,Very Poor Visibility
1684,393,1552,Hazardous,Extremely Poor Visibility
1685,405,1688,Hazardous,Extremely Poor Visibility
1686,77,524,Moderate,Slightly Hazy
1687,250,1204,Very_Unhealthy,Very Poor Visibility
1688,65,458,Moderate,Slightly Hazy
1689,53,566,Moderate,Slightly Hazy
1690,43,371,Good,Clear
1691,131,706,Moderate_Bad,Hazy
1692,311,1677,Hazardous,Extremely Poor Visibility
1693,471,1657,Hazardous,Extremely Poor Visibility
1694,343,1663,Hazardous,Extremely Poor Visibility
1695,23,377,Good,Clear
1696,308,1521,Hazardous,Extremely Poor Visibility
1697,454,1523,Hazardous,Extremely Poor Visibility
1698,420,1659,Hazardous,Extremely Poor Visibility
1699,19,430,Good,Clear
1700,109,687,Moderate_Bad,Hazy
1701,453,1587,Hazardous,Extremely Poor Visibility
1702,123,718,Moderate_Bad,Hazy
1703,22,390,Good,Clear
1704,392,1688,Hazardous,Extremely Poor Visibility
1705,373,1609,Hazardous,Extremely Poor Visibility
1706,243,1316,Very_Unhealthy,Very Poor Visibility
1707,263,1317,Very_Unhealthy,Very Poor Visibility
1708,134,766,Moderate_Bad,Hazy
1709,220,1272,Very_Unhealthy,Very Poor Visibility
1710,211,1281,Very_Unhealthy,Very Poor Visibility
1711,101,776,Moderate_Bad,Hazy
1712,332,1661,Hazardous,Extremely Poor Visibility
1713,318,1598,Hazardous,Extremely Poor Visibility
1714,41,375,Good,Clear
1715,55,489,Moderate,Slightly Hazy
1716,34,446,Good,Clear
1717,20,401,Good,Clear
1718,322,1677,Hazardous,Extremely Poor Visibility
1719,333,1688,Hazardous,Extremely Poor Visibility
1720,138,744,Moderate_Bad,Hazy
1721,374,1688,Hazardous,Extremely Poor Visibility
1722,25,413,Good,Clear
1723,35,355,Good,Clear
1724,301,1625,Hazardous,Extremely Poor Visibility
1725,322,1592,Hazardous,Extremely Poor Visibility
1726,463,1691,Hazardous,Extremely Poor Visibility
1727,334,1659,Hazardous,Extremely Poor Visibility
1728,171,808,Unhealthy,Poor Visibility
1729,429,1563,Hazardous,Extremely Poor Visibility
1730,287,1407,Very_Unhealthy,Very Poor Visibility
1731,196,991,Unhealthy,Poor Visibility
1732,130,613,Moderate_Bad,Hazy
1733,489,1530,Hazardous,Extremely Poor Visibility
1734,38,438,Good,Clear
1735,71,558,Moderate,Slightly Hazy
1736,209,1158,Very_Unhealthy,Very Poor Visibility
1737,79,482,Moderate,Slightly Hazy
1738,29,411,Good,Clear
1739,45,390,Good,Clear
1740,144,743,Moderate_Bad,Hazy
1741,124,627,Moderate_Bad,Hazy
1742,318,1669,Hazardous,Extremely Poor Visibility
1743,45,417,Good,Clear
1744,493,1594,Hazardous,Extremely Poor Visibility
1745,55,477,Moderate,Slightly Hazy
1746,39,402,Good,Clear
1747,45,352,Good,Clear
1748,8,449,Good,Clear
1749,41,407,Good,Clear
1750,60,534,Moderate,Slightly Hazy
1751,91,488,Moderate,Slightly Hazy
1752,14,425,Good,Clear
1753,59,525,Moderate,Slightly Hazy
1754,280,1465,Very_Unhealthy,Very Poor Visibility
1755,309,1694,Hazardous,Extremely Poor Visibility
1756,15,353,Good,Clear
1757,120,645,Moderate_Bad,Hazy
1758,90,569,Moderate,Slightly Hazy
1759,378,1543,Hazardous,Extremely Poor Visibility
1760,434,1521,Hazardous,Extremely Poor Visibility
1761,258,1018,Very_Unhealthy,Very Poor Visibility
1762,52,529,Moderate,Slightly Hazy
1763,76,498,Moderate,Slightly Hazy
1764,111,689,Moderate_Bad,Hazy
1765,137,629,Moderate_Bad,Hazy
1766,347,1598,Hazardous,Extremely Poor Visibility
1767,67,490,Moderate,Slightly Hazy
1768,418,1577,Hazardous,Extremely Poor Visibility
1769,97,473,Moderate,Slightly Hazy
1770,471,1520,Hazardous,Extremely Poor Visibility
1771,8,437,Good,Clear
1772,105,717,Moderate_Bad,Hazy
1773,232,1440,Very_Unhealthy,Very Poor Visibility
1774,201,1241,Very_Unhealthy,Very Poor Visibility
1775,300,1100,Very_Unhealthy,Very Poor Visibility
1776,300,1061,Very_Unhealthy,Very Poor Visibility
1777,246,1092,Very_Unhealthy,Very Poor Visibility
1778,166,905,Unhealthy,Poor Visibility
1779,270,1246,Very_Unhealthy,Very Poor Visibility
1780,189,964,Unhealthy,Poor Visibility
